topic_id,topic_name,size
122,122_diabetes_type_insulin_sugar,70
123,123_inquiry_panel_inquiries_leveson,70
124,124_water_companies_ofwat_abstraction,70
125,125_nigeria_nigerian_boko_haram,70
126,126_bangladesh_bangladeshi_elections_awami,69
127,127_ip_design_designs_copyright,69
128,128_mitochondrial_techniques_dna_hfea,69
129,129_organ_donation_transplant_organs,68
130,130_assent_indicated_subsection_copy,67
131,131_covenant_armed_forces_veterans,67
132,132_payday_lenders_loan_debt,67
133,133_petitioners_petition_urges_declares,67
134,134_students_universities_student_visa,67
135,135_cycling_cycle_cyclists_bike,66
136,136_korea_korean_north_dprk,66
137,137_council_freeze_tax_councils,65
138,138_give_way_friend_right,63
139,139_intervention_interventions_conscious_take,61
140,140_sikh_indian_1984_temple,61
141,141_dairy_milk_farmers_code,61
142,142_women_entrepreneurs_female_businesses,59
143,143_rural_areas_urban_fuel,59
144,144_leader_house_tory_week,59
145,145_rwanda_genocide_rwandan_burundi,58
146,146_park_owners_site_pitch,57
147,147_fca_redress_rbs_consequential,56
148,148_gps_gp_appointment_practitioners,56
149,149_give_state_secretary_way,56
150,150_aid_overseas_countries_07,56
151,151_tolls_severn_bridge_crossings,55
152,152_ambulance_ambulances_service_emergency,55
153,153_manufacturing_economic_plan_longterm,55
154,154_probation_supervision_reoffending_service,55
155,155_bags_plastic_furniture_biodegradable,55
156,156_uganda_lgbt_ugandan_homosexuality,54
157,157_fixedterm_election_parliaments_parliament,53
158,158_rebate_chancellor_114000_850,53
159,159_deputy_speaker_madam_mr,53
160,160_knife_sentence_knives_sentencing,53
161,161_give_gentleman_way_right,52
162,162_calls_nuisance_tps_ico,52
163,163_remittances_remittance_malawi_somalia,52
164,164_give_way_formerokay_wayperhaps,51
165,165_scotland_scottish_referendum_devolution,51
166,166_paediatric_aid_nursery_millies,50
167,167_offshoring_newport_sscl_jobs,50
168,168_kashmir_kashmiri_jammu_india,50
169,169_drugs_medicines_nice_drug,50
170,170_aircraft_hms_navy_frigates,50
171,171_ports_shipping_ferry_port,49
172,172_commonwealth_cpa_zealand_flags,49
173,173_saudi_arabia_rights_human,49
174,174_give_gentleman_way_courtesy,48
175,175_beg_read_second_move,48
176,176_labour_party_headless_pander,48
177,177_engineering_engineers_women_careers,48
178,178_data_patient_hscic_safeguards,48
179,179_wildlife_poaching_ivory_illegal,47
180,180_pfizer_zeneca_astra_takeover,47
181,181_authorities_local_councils_choices,47
182,182_alcohol_licensing_disorder_authorisation,47
183,183_pakistan_blasphemy_laws_sharif,47
184,184_poultry_disease_avian_veterinary,46
185,185_bonuses_rbs_bankers_bonus,46
186,186_dsa_students_disabled_university,46
187,187_parking_charges_car_hospital,46
188,188_environment_affairs_rural_food,46
189,189_smith_commission_scottish_devolution,46
190,190_sfo_fraud_bribery_director,45
191,191_minister_point_give_œguidea,45
192,192_catholic_faith_schools_school,45
193,193_meals_free_school_pupil,44
194,194_bbc_broadcasting_broadcasters_cable,44
195,195_fgm_mutilation_genital_female,44
196,196_women_gap_older_pay,43
197,197_sri_lanka_lankan_human,43
198,198_defence_scotland_snp_scottish,43
199,199_consumer_consumers_goods_product,43
200,200_funding_fairer_schools_pupil,43
201,201_labour_party_deficit_spending,42
202,202_secure_custody_colleges_college,42
203,203_deportation_deport_criminals_deported,41
204,204_voting_16_age_vote,41
205,205_intervene_intervention_gentleman_lady,40
206,206_territories_environmental_islands_overseas,40
207,207_parking_enforcement_cctv_traffic,40
208,208_school_schools_places_glenburn,40
209,209_vat_tourism_hospitality_attractions,40
210,210_speaker_order_mr_point,40
211,211_gibraltar_spain_spanish_gibraltars,39
212,212_film_creative_industries_films,39
213,213_cancer_breast_radiotherapy_dallaglio,39
214,214_cap_welfare_spending_benefit,38
215,215_tourism_tourists_tourist_coastal,38
216,216_alcohol_pregnancy_drinking_fasd,38
217,217_libraries_library_arts_sieghart,38
218,218_cervical_cancer_screening_ovarian,37
219,219_leader_next_week_business,37
220,220_households_steps_bills_energy,37
221,221_ccs_carbon_capture_storage,37
222,222_followed_thursday_monday_tuesday,37
223,223_tidal_lagoons_lagoon_energy,37
224,224_volunteering_volunteers_voluntary_charities,37
225,225_vaccine_jcvi_vaccination_hpv,36
226,226_charities_charity_commission_campaigning,36
227,227_intrinsic_minister_statisticians_amrc,36
228,228_farmers_pillar_disallowance_farming,36
229,229_unemployment_jobs_fairs_young,35
230,230_maths_mathematics_alevel_bursaries,35
231,231_prisoner_foreign_offenders_transfer,35
232,232_lending_bank_net_businesses,35
233,233_freeze_price_energy_prices,34
234,234_fuel_poverty_households_strategy,34
235,235_pollinators_bees_pollinator_bee,34
236,236_young_youth_nottingham_internships,34
237,237_careers_advice_schools_employers,34
238,238_cathedrals_cathedral_repairs_lichfield,34
239,239_mail_ofcom_royal_tnt,34
240,240_antibiotics_resistance_antibiotic_bacteria,34
241,241_carbon_energyintensive_floor_industries,34
242,242_veil_wearing_fullface_wear,33
243,243_gas_supplies_russia_energy,33
244,244_women_womens_gender_equalities,33
245,245_covenant_armed_ireland_northern,33
246,246_dissent_indicated__,33
247,247_wind_onshore_offshore_turbine,33
248,248_engagements_wednesday_official_list,33
249,249_turkish_turkey_turks_fighters,33
250,250_deals_city_regions_cities,32
251,251_licence_regulator_revoke_ofgem,32
252,252_shropshire_itcoming_punfilm_œabsolutiona,32
253,253_africa_african_continent_countries,32
254,254_antisemitism_antisemitic_jewish_incidents,31
255,255_tunisia_arab_algeria_morocco,31
256,256_barnett_formula_consequentials_scotland,31
257,257_avoidance_hmrc_tax_schemes,31
258,258_ideology_barbaric_counternarrative_intolerant,31
259,259_colombia_colombian_farc_human,31
260,260_mediation_mediations_court_legal,30
261,261_reactor_submarines_dounreay_submarine,30
262,262_beg_lords_agrees_amendment,30
263,263_cyberstalking_stalking_internet_harassment,30
264,264_fuel_litre_duty_pump,30
265,265_gentleman_bae_monbiot_eborders,30
266,266_unemployment_northern_ireland_youth,29
267,267_sprinklers_fire_sprinkler_fires,29
268,268_retailers_stores_shops_newsagents,29
269,269_foster_adoption_young_childrens,29
270,270_discrimination_armed_legislation_forces,28
271,271_church_commissioners_dioceses_congregations,28
272,272_chair_select_committee_give,28
273,273_yemen_somers_hostage_hostages,28
274,274_defence_hole_black_equipment,28
275,275_solar_rooftop_panels_deployment,28
276,276_gurkha_gurkhas_nepal_pension,27
277,277_mental_health_beds_adolescent,27
278,278_wales_welsh_economy_newport,27
279,279_remploy_wrexham_wales_programme,27
280,280_yes_word__,27
281,281_cerebral_palsy_epilepsy_children,27
282,282_tibet_tibetan_chinese_tibetans,27
283,283_cyprus_turkish_cypriot_cypriots,27
284,284_liberal_democrats_conservative_democrat,27
285,285_questions_ministerial_written_parliamentary,27
286,286_lottery_heritage_lotteries_worship,27
287,287_give_gentleman_way_right,27
288,288_banks_banking_metro_bank,27
289,289_programme_jobcentre_work_employment,27
290,290_prepayment_meters_smart_meter,27
291,291_values_british_schools_multiculturalism,27
292,292_social_family_workers_nareys,27
293,293_eco_energy_efficiency_fuel,27
294,294_release_offenders_prison_released,27
295,295_assistants_teaching_tas_teachers,26
296,296_gentleman_colour_rosette_alwayscontribution,26
297,297_horses_horse_flygrazing_flygrazed,26
298,298_pagea_beg_linea_1a,26
299,299_home_give_secretary_way,26
300,300_give_gentleman_way_right,26
301,301_homelessness_bedandbreakfast_homeless_rough,25
302,302_savings_efficiency_billion_estimate,25
303,303_parks_park_national_permitted,25
304,304_checkoff_payroll_unions_deduction,25
305,305_tsa_119_trusts_clause,25
306,306_mediterranean_frontex_rescue_triton,25
307,307_disability_disabled_disabilities_dfid,25
308,308_museums_museum_sculptures_arts,24
309,309_reaping_wasted_80_cost,24
310,310_sudan_humanitarian_south_unmiss,24
311,311_give_last_way_time,24
312,312_banks_banking_bank_money,24
313,313_trends_employment_recent_assessment,24
314,314_shops_discount_rates_restaurants,24
315,315_portsmouth_engineers_maritime_ripon,24
316,316_aid_development_assistance_07,24
317,317_petition_electors_signing_polling,24
318,318_primodos_pregnancy_drug_hormone,24
319,319_arts_funding_theatre_artists,24
320,320_debit_direct_customers_companies,24
321,321_dependencies_territories_beneficial_registers,24
322,322_poverty_relative_child_fiscal,23
323,323_calais_asylum_seekers_dublin,23
324,324_apprenticeships_apprenticeship_apprentices_qualifications,23
325,325_abortion_abortions_sexselective_gender,23
326,326_shakespeare_shakespeares_poet_bards,23
327,327_freud_lord_freuds_disabled,22
328,328_automotive_manufacturing_reshoring_engines,22
329,329_egypt_egyptian_brotherhood_egypts,22
330,330_insurance_compensation_premiums_insurers,22
331,331_36_claimed_closure_standing,22
332,332_holidays_holiday_school_discretion,22
333,333_magistrates_court_neath_bedford,22
334,334_vocational_maths_qualifications_education,21
335,335_trafficking_trafficked_children_victims,21
336,336_ttip_nhs_negotiator_ttipa,21
337,337_english_laws_votes_lothian,21
338,338_data_patient_care_information,21
339,339_poverty_child_mobility_secondearner,21
340,340_alarms_monoxide_smoke_carbon,21
341,341_malaria_diseases_tuberculosis_hiv,21
342,342_scottish_scotland_tax_taxraising,21
343,343_disabled_disabilities_padding_work,21
344,344_meetings_duties_ministerial_addition,21
345,345_competition_markets_energy_steps,21
346,346_rate_tax_50p_income,20
347,347_social_enterprises_bonds_enterprise,20
348,348_outdoor_outdoors_walking_mountaineering,20
349,349_kew_plant_plants_pests,20
350,350_earnings_wales_wages_average,20
351,351_benn_tony_man_knew,20
352,352_nursery_schools_earlyyears_maintained,20
353,353_rape_cps_prosecution_prosecutions,20
354,354_progress_give_œclicksenda_way,20
355,355_cqc_care_inspections_inspection,20
356,356_haass_talks_parading_parties,20
357,357_air_pollution_quality_particulate,19
358,358_speaker_mr_sincerely_placewhy,19
359,359_uks_energy_security_assessment,19
360,360_letters_correspondence_letter_write,19
361,361_gillinghams_huddersfield_a34_motor,19
362,362_procurement_councils_contracts_lga,19
363,363_insulation_cavity_wall_eco,19
364,364_carers_topup_care_caring,19
365,365_prison_women_offenders_men,19
366,366_scottish_independence_scotland_mackie,19
367,367_dissent_indicated__,19
368,368_go_oh_onadmit_tripwire,19
369,369_disabled_disabilities_welfare_disability,18
370,370_lady_give_way_striking,18
371,371_grant_settlement_grants_funding,18
372,372_goldsmith_zac_richmond_park,18
373,373_sizes_class_pupils_school,18
374,374_independence_personal_payment_payments,18
375,375_registry_land_registrys_consultation,18
376,376_coldfield_warwick_sutton_town,18
377,377_rural_crime_police_theft,18
378,378_poverty_child_rose_children,18
379,379_contempt_jurors_media_court,18
380,380_wales_welsh_growth_jobs,17
381,381_cancer_62_target_treatment,17
382,382_food_production_agriculture_stocks,17
383,383_bangladesh_garment_plaza_rana,17
384,384_innovation_skills_suppliers_mauritian,17
385,385_coventry_gateway_project_invested,17
386,386_energy_bills_costs_prices,17
387,387_hillsborough_inquests_inquest_bereaved,17
388,388_democracy_mullin_mp_unpopular,17
389,389_zerohours_employment_contracts_employees,17
390,390_falkland_falklands_argentina_islanders,17
391,391_conflict_children_un_sexual,17
392,392_social_enterprises_crowdfunding_enterprise,16
393,393_humanist_marriage_weddings_marriages,16
394,394_lady_aspiration_ladys_presence,16
395,395_learned_give_gentleman_timethanks,16
396,396_whiplash_claims_insurance_fraudulent,16
397,397_followa_gni_spend_budget,16
398,398_parking_traffic_outside_cctv,16
399,399_english_mps_england_votes,16
400,400_hour_ago_laughing_1990,16
401,401_arts_cultural_art_museum,16
402,402_regulation_regulators_burden_regulatory,16
403,403_give_gentleman_point_way,16
404,404_rates_business_1500_small,16
405,405_transparency_extractive_industries_initiative,16
406,406_physical_activity_inactivity_active,16
407,407_hmrc_hmrcs_centres_facetoface,16
408,408_army_2020_frisson_units,16
409,409_mangos_mango_india_ban,16
410,410_makes_energetic_notices_communitylevel,15
411,411_disabled_freud_disability_lord,15
412,412_coulson_andy_hacking_gus,15
413,413_coastguard_stornoway_maritime_coastguards,15
414,414_applicants_misconduct_court_prosecution,15
415,415_say_nao_suppose_shall,15
416,416_hammersmith_ealing_charing_emergency,15
417,417_images_revenge_pornography_porn,15
418,418_export_arms_licences_committees,15
419,419_cabinet_documents_investigation_secretarys,15
420,420_budget_chancellor_keynes_milton,15
421,421_course_thatof_yes_sorry,15
422,422_ambulance_reconfiguration_hospitals_kennedy,15
423,423_appeals_appeal_firsttier_esa,15
424,424_vat_ebooks_newspapers_books,15
425,425_briefly_oh_relevance_quickly,15
426,426_schools_bosco_motcombe_education,14
427,427_appointments_women_cabinet_departments,14
428,428_building_priority_programme_school,14
429,429_eu_airbus_membership_european,14
430,430_discrimination_tribunal_discriminated_pregnancy,14
431,431_jobs_ireland_northern_orchestra,14
432,432_progress_make_okay_yes,14
433,433_woodland_forestry_ancient_woodlands,14
434,434_hundred_twentyfive_a250_fortytwo,14
435,435_draft_slavery_bill_lordships,14
436,436_bill_œpushed_complained_repost,14
437,437_syria_iraq_fight_citizens,14
438,438_disability_disabled_disabilities_dfid,14
439,439_motorways_roads_hgv_hardshoulder,14
440,440_welfare_reform_ducked_reforms,14
441,441_agency_waste_environment_dust,14
442,442_iran_sanctions_extraterritorial_banks,14
443,443_chancellor_shadow_give_grim,14
444,444_dissent_indicated__,14
445,445_electoral_fraud_registration_commission,14
446,446_pharmacy_pharmacists_pharmacies_prescriptions,14
447,447_libyan_libya_semtex_training,14
448,448_surrogacy_surrogate_surrogates_parental,13
449,449_bills_energy_winter_50,13
450,450_bullying_staff_harassment_respect,13
451,451_tour_de_da_france,13
452,452_speaker_thank_muchvery_mr,13
453,453_guitars_prisoners_music_prisons,13
454,454_hunting_malta_birds_maltese,13
455,455_herein_ilf_longerthe_mindsaid,13
456,456_technical_university_utc_colleges,13
457,457_tower_hamlets_mayor_rahman,13
458,458_dfid_corruption_anticorruption_poora,13
459,459_christians_christian_mosul_iraq,13
460,460_scam_websites_scams_search,13
461,461_competition_nhs_tendering_lawyers,13
462,462_antisocial_behaviour_students_fallowfield,13
463,463_referendum_vote_decide_obfuscatory,13
464,464_burial_funeral_cremation_space,13
465,465_bost_airfield_dfid_project,13
466,466_vat_regressive_25p_tax,13
467,467_border_checks_controls_calais,13
468,468_buckinghamshire_filming_film_hertfordshire,13
469,469_corruption_anticorruption_bribery_enforcement,12
470,470_data_anonymised_opt_queries,12
471,471_beg_sit_move_private,12
472,472_reading_disadvantaged_children_gap,12
473,473_intervention_intervene_tempted_intervening,12
474,474_travellers_gypsies_traveller_gypsy,12
475,475_green_deal_assessments_installing,12
476,476_vicemarshal_women_armed_senior,12
477,477_interconnection_interconnector_interconnectors_cable,12
478,478_fifa_sfo_bidding_bid,12
479,479_allowance_investment_chopping_corporation,12
480,480_bats_churches_bat_congregation,12
481,481_constitutional_prime_initiatives_deputy,12
482,482_absolutely_undoubtedly_certainly_yes,12
483,483_caste_discrimination_dalit_dalits,12
484,484_corroboration_prosecutors_cases_trial,12
485,485_weetabix_drink_exports_thorntons,12
486,486_qatar_migrant_qatari_workers,11
487,487_terrorism_abroad_methodical_radicalised,11
488,488_york_yorkshire_combined_lep,11
489,489_tsk_point_conclude_fair,11
490,490_pensions_widows_widow_pension,11
491,491_small_businesses_business_basingstoke,11
492,492_contracts_shortfall_misuse_pfi,11
493,493_freezing_fuel_duty_personal,11
494,494_collision_tornado_cws_warning,11
495,495_shadow_forwardwill_œeducational_flipflopping,11
496,496_reoffending_plans_epetitions_clinging,11
497,497_jobmatch_jobcentre_jcp_universal,11
498,498_justice_optout_member_committee,11
499,499_write_investigate_hosepipe_individual,11
500,500_sepsis_nhs_deaths_antibiotics,11
501,501_appellants_tribunals_judiciary_summary,11
502,502_solicitorgeneral_conveyancing_wills_solicitors,11
503,503_payment_independence_personal_constituent,10
504,504_holidays_festivals_eid_diwali,10
505,505_drink_food_exports_import,10
506,506_adult_delayed_budgets_social,10
507,507_nottingham_farmers_stamford_woolwich,10
508,508_renewables_electricity_renewable_nuclear,10
509,509_potholes_roads_pothole_sinkholes,10
510,510_post_subpostmasters_office_rudkin,10
511,511_trafficking_human_prosecutions_steps,10
512,512_scrubbed_puzzlement_postchristmas_pentregarth,10
513,513_arts_creative_subjects_music,10
514,514_strike_strikes_nut_ballots,10
515,515_manchester_wythenshawe_hospitals_reconfiguration,10
516,516_nics_class_selfemployed_selfassessment,10
