topic_id,topic_name,size
133,133_microbeads_plastic_marine_microplastics,67
134,134_church_cathedral_cathedrals_clergy,67
135,135_give_way_friend_right,66
136,136_taxi_hire_drivers_uber,64
137,137_hiv_aids_sexual_sex,64
138,138_dissent_indicated__,64
139,139_gibraltar_gibraltars_spain_kingdom,64
140,140_ban_muslim_president_trump,63
141,141_assent_indicated_83m_forthwith,63
142,142_scottish_tax_scotland_powers,62
143,143_grandparents_parental_child_alienation,62
144,144_torture_asylum_sri_lanka,62
145,145_productivity_industrial_strategy_skills,62
146,146_youth_unemployment_young_employment,62
147,147_give_state_secretary_way,62
148,148_yorkshire_photonics_combien_cheshirewhich,62
149,149_sport_tennis_sports_hockey,62
150,150_claims_whiplash_injury_insurance,61
151,151_suicide_men_prevention_suicides,60
152,152_abuse_intimidation_media_candidates,60
153,153_charter_rights_fundamental_law,59
154,154_women_pension_waspi_1950s,57
155,155_aerospace_defence_aircraft_arrows,56
156,156_milk_drinks_sugar_obesity,55
157,157_spanish_catalonia_spain_catalan,55
158,158_lady_raise_raises_sounds,54
159,159_million_nestla_figure_billion,54
160,160_intervention_interventions_take_conscious,54
161,161_turkey_turkish_coup_erdogan,54
162,162_voting_16_17yearolds_age,53
163,163_maternity_discrimination_pregnant_women,53
164,164_law_retained_exit_domestic,53
165,165_encampments_unauthorised_traveller_sites,52
166,166_antibiotics_antibiotic_resistance_antimicrobial,52
167,167_medicines_ema_drugs_pharmaceutical,52
168,168_whisky_scotch_distilleries_exports,51
169,169_oil_gas_sea_wind,51
170,170_data_protection_flow_personal,51
171,171_sfo_fraud_connaught_lloyds,51
172,172_green_bank_macquarie_gib,51
173,173_spitfire_raf_air_southampton,50
174,174_ukraine_ukrainian_russian_russia,50
175,175_ae_nhs_patients_hospital,50
176,176_consultation_consultations_ssac_responses,49
177,177_defence_capability_equipment_budget,49
178,178_seagulls_gulls_curlew_birds,49
179,179_wales_welsh_cardiff_infrastructure,48
180,180_trade_customs_free_trading,48
181,181_hijab_wear_dress_religious,48
182,182_mesh_implants_pain_complications,48
183,183_emergency_assaults_assault_workers,47
184,184_marine_oceans_ocean_seas,47
185,185_lotteries_lottery_charities_fundraising,45
186,186_supreme_court_judgment_judges,45
187,187_intervention_intervene_interventions_friend,45
188,188_maintenance_cms_parents_child,45
189,189_pubs_pub_code_albans,45
190,190_research_science_collaboration_collaborate,44
191,191_yes_yeah_case_one,44
192,192_detention_immigration_detained_shaw,44
193,193_hes_okay_ops_frit,44
194,194_taiwan_china_taiwanese_chinese,44
195,195_electric_vehicles_charging_cars,43
196,196_steel_industry_sector_corby,43
197,197_defence_nato_allies_europe,43
198,198_prison_women_offenders_womens,43
199,199_merchant_homosexual_navy_1994,43
200,200_abortion_abortions_women_decriminalisation,42
201,201_give_way_oh_œahaa,42
202,202_alcohol_drinking_consumption_alcoholrelated,41
203,203_yorkshire_sheffield_devolution_region,41
204,204_venezuela_venezuelan_cocaine_maduro,41
205,205_puppies_puppy_dogs_breeders,41
206,206_bees_pollinators_bee_neonicotinoids,40
207,207_loneliness_lonely_jo_cox,40
208,208_driving_sentence_dangerous_careless,39
209,209_cdc_cdcs_development_investments,39
210,210_committees_gentleman_motion_gentlemans,39
211,211_24or_twentythree_twentyeight_eight,39
212,212_organ_donation_organs_transplant,39
213,213_pension_pensioners_pensions_frozen,39
214,214_gender_gap_pay_eliminating,38
215,215_foreign_president_presidential_trump,38
216,216_patient_records_patients_sbs,38
217,217_give_way_last_time,38
218,218_flytipping_waste_landfill_litter,38
219,219_tribunal_fees_employment_tribunals,37
220,220_prime_keith_palmer_police,37
221,221_swansea_culture_city_dylan,37
222,222_fathers_dads_dad_father,37
223,223_malawi_links_partnership_malawian,36
224,224_channel_broadcasting_diversity_broadcaster,36
225,225_leader_house_week_announcing,36
226,226_fa_football_game_clubs,36
227,227_selfemployed_selfemployment_chancellor_employment,35
228,228_eea_efta_membership_agreement,35
229,229_blacklisting_construction_blacklist_blacklisted,34
230,230_climate_paris_change_carbon,34
231,231_beg_read_second_move,34
232,232_lords_peers_hereditary_lord,34
233,233_adjournment_seek_raises_debate,34
234,234_refuges_refuge_domestic_womens,33
235,235_palmer_keith_condolences_pc,33
236,236_music_bands_musicians_venues,33
237,237_midlands_engine_enterprise_growth,33
238,238_rare_diseases_disease_pompe,33
239,239_syria_assad_russians_russia,33
240,240_wage_living_national_minimum,33
241,241_drink_food_sugar_manufacturing,33
242,242_gypsy_traveller_travellers_gypsies,32
243,243_belt_green_greenbelt_brownfield,32
244,244_sight_eye_loss_appointments,32
245,245_polish_poland_poles_atcham,32
246,246_laundering_banks_criminals_money,31
247,247_finished_finish_chomping_humbug,31
248,248_funeral_burial_funerals_grave,31
249,249_profile_flaw_giga_facebook,31
250,250_psychoactive_substances_drugs_prisons,31
251,251_libya_libyan_victims_compensation,31
252,252_coventry_city_culture_hull,30
253,253_case_happy_meet_write,30
254,254_harassment_leader_sexual_allegations,30
255,255_intervention_nodding_minister_ofwat,30
256,256_slavery_trafficking_modern_victims,30
257,257_engagements_wednesday_official_list,30
258,258_apprentices_apprenticeships_apprenticeship_apprentice,30
259,259_export_department_trade_exports,30
260,260_meetings_fco_beforehand_statement,30
261,261_chairmanship_pleasure_serve_owen,30
262,262_committee_select_information_motion,30
263,263_workers_rights_withdrawal_law,29
264,264_offence_clause_cultural_orders,29
265,265_acid_corrosive_attacks_substances,29
266,266_master_trusts_pensions_schemes,29
267,267_sanctions_impose_policy_powers,28
268,268_select_committee_chair_give,28
269,269_transparency_lobbying_ico_register,28
270,270_christmas_merry_scrooge_gambling,28
271,271_followed_thursday_monday_commencing,28
272,272_scottish_scotland_vat_budget,28
273,273_mobile_phones_prisons_phone,28
274,274_leaving_steps_eu_negotiations,28
275,275_repeal_1972_great_law,28
276,276_prisoner_prisoners_deported_foreign,28
277,277_tax_nondoms_avoidance_isle,27
278,278_pay_nhs_kayleigh_recommendations,27
279,279_malaria_diseases_tb_infectious,27
280,280_billion_cost_350_renationalisation,27
281,281_give_gentleman_way_throne,27
282,282_hearing_deaf_cochlear_loss,27
283,283_accommodation_temporary_offered_singleliving,27
284,284_progress_briefly_make_synonyms,26
285,285_speaker_mr_permission_shower,26
286,286_food_prices_insecurity_spike,26
287,287_womens_empowerment_gender_women,26
288,288_data_adequacy_protection_gdpr,26
289,289_forthcoming_leader_please_business,26
290,290_care_nhs_social_health,26
291,291_sixthform_colleges_sixth_college,26
292,292_drones_drone_aviation_geofencing,26
293,293_packaging_recycling_plastic_recycled,26
294,294_procurement_mediumsized_enterprises_contracts,25
295,295_consumer_consumers_protection_protections,25
296,296_speaker_sorry_mr_apologise,25
297,297_learned_give_way_friend,25
298,298_asylum_seekers_accommodation_contracts,25
299,299_skills_technical_industries_opportunities,25
300,300_oh_yeah_skidmore_true,25
301,301_deputy_madam_speaker_thank,24
302,302_vat_fire_scottish_police,24
303,303_thank_contributions_spilsby_alford,24
304,304_sustainability_transformation_stp_naylors,24
305,305_inquiry_inquiries_department_soon,24
306,306_prime_negotiations_eu_minister,24
307,307_lady_give_way_right,24
308,308_learned_give_gentleman_way,23
309,309_elsie_inglis_war_women,23
310,310_waterways_navigation_commissioners_middle,23
311,311_ambulance_volante_magenta_tsa,23
312,312_secretarial_absentee_sinn_daytime,23
313,313_universal_credit_welfare_uc,23
314,314_restraint_mental_health_police,23
315,315_equality_assessment_impact_analysis,23
316,316_disabled_disability_accessibility_equality,23
317,317_net_billions_legally_reesmogg,23
318,318_equitable_policyholders_compensation_mineworkers,23
319,319_gerald_geralds_kaufman_harold,23
320,320_syria_syrians_humanitarian_aid,23
321,321_happy_delighted_564nil_aboard,22
322,322_leaving_assessment_implications_eu,22
323,323_voted_leave_bill_euratom,22
324,324_students_education_university_higher,22
325,325_withdrawal_agreement_bill_union,22
326,326_radioisotopes_isotopes_medical_radiologists,22
327,327_proceedings_trial_court_dpp,22
328,328_steel_industry_sector_energy,22
329,329_cyprus_talks_cypriot_guarantor,21
330,330_poverty_universal_credit_children,21
331,331_hillsborough_inquiry_bishop_families,21
332,332_aviation_skies_easa_airports,21
333,333_cornwall_dark_skies_sky,21
334,334_seafarers_shipping_maritime_mca,21
335,335_audit_race_ethnic_disparity,21
336,336_journalists_twitter_facebook_œjournalista,21
337,337_sri_lanka_lankan_301,21
338,338_libraries_library_taskforce_staffordshire,21
339,339_zerohours_contracts_taylor_matthew,21
340,340_space_spaceflight_satellites_sector,21
341,341_gentlemans_gentleman_mitsubishi_falkirk,21
342,342_s4c_s4cs_review_ogwen,21
343,343_assessments_impact_œassessing_analysis,20
344,344_merger_exchange_stock_deutsche,20
345,345_answer_question_whats_scared,20
346,346_allowance_tax_income_basic,20
347,347_sanitary_girls_products_tampon,20
348,348_rape_twochild_ireland_northern,20
349,349_stroke_thrombectomy_mechanical_strokes,20
350,350_give_way_friendwhy_reappeared,20
351,351_waless_assessment_effect_leaving,20
352,352_president_trump_visit_donald,20
353,353_saudi_penalty_arabia_juveniles,20
354,354_chechnya_chechen_gay_lgbt,20
355,355_intelligence_cooperation_trafficking_crime,20
356,356_scotland_voted_kingdom_leave,20
357,357_labour_party_jenkins_corbyn,20
358,358_course_yes_due_rule,20
359,359_extremism_prisons_extremist_prison,20
360,360_rural_towns_areas_urban,20
361,361_sport_pe_mile_school,20
362,362_colombian_colombia_peace_farc,20
363,363_solar_energy_rooftop_renewable,20
364,364_revoked_article_50_revocable,20
365,365_convention_istanbul_violence_ratification,19
366,366_arrears_universal_credit_rent,19
367,367_food_banks_birkenhead_bank,19
368,368_trees_woodland_planting_planted,19
369,369_women_female_returners_gender,19
370,370_charities_scout_volunteers_perivale,19
371,371_bestial_partsession_nima_thank,19
372,372_beg_disagrees_move_sit,19
373,373_transport_osullivan_write_highways,19
374,374_boeing_bombardier_belfast_boeings,19
375,375_church_marriage_married_certificates,19
376,376_foreign_secretary_give_himhas,19
377,377_independence_personal_payment_assessments,19
378,378_firsttime_stamp_buyers_duty,19
379,379_briefly_inches_taller_quickly,19
380,380_museum_railway_museums_locomotives,18
381,381_steps_taking_department_lowpaid,18
382,382_tourism_vat_rate_hospitality,18
383,383_nursery_maintained_early_schools,18
384,384_housing_supported_tenants_funding,18
385,385_80000_scotlands_allander_tory,18
386,386_unemployment_2010_employment_since,18
387,387_esol_refugees_english_classes,18
388,388_drones_prisons_drone_contraband,18
389,389_evidence_acoba_gainsay_inquiry,18
390,390_weight_surgery_ccgs_bmi,18
391,391_hmrc_customer_nao_transformation,18
392,392_charities_lottery_charity_dormant,18
393,393_coastal_lincolnshire_coastline_communities,18
394,394_dementia_alzheimers_miles_care,18
395,395_cruelty_animal_animals_sentencing,18
396,396_appeal_appeals_overturned_vast,18
397,397_kurdistan_iraq_kurds_iraqi,18
398,398_forensic_science_laboratories_privatise,18
399,399_electric_charging_vehicles_grid,18
400,400_forecasts_obr_forecasters_wrong,18
401,401_mayors_devolution_andy_midlands,17
402,402_stem_girls_alevel_subjects,17
403,403_midlands_engine_northampton_investment,17
404,404_devolving_withdrawal_discussions_powers,17
405,405_unions_trade_csegment_plant,17
406,406_oh_rossi_unveiling_come,17
407,407_ayrshire_growth_gastronomic_ayrshires,17
408,408_migration_immigration_unskilled_eu,17
409,409_fertility_ivf_infertility_ccgs,17
410,410_transplant_stem_cell_transplants,17
411,411_manifesto_retirements_pledges_amused,17
412,412_election_general_prime_mandate,17
413,413_creative_industries_bazalgette_creativity,17
414,414_toilet_toilets_accessible_brian,17
415,415_domestic_violence_abuse_women,17
416,416_foster_carers_fostering_stocktake,17
417,417_libya_migrants_slavery_libyan,17
418,418_insurance_ceilings_manifesto_contributions,17
419,419_fuel_poverty_households_energy,17
420,420_give_point_way_minister,17
421,421_surfaces_skylight_surfaceindeed_asap,17
422,422_congenital_brompton_chd_heart,16
423,423_rail_network_scottish_scotland,16
424,424_hmrc_hmrcs_tax_evasion,16
425,425_nato_defence_gdp_pledge,16
426,426_bill_bills_bothered_dayunderstandably,16
427,427_aid_overseas_07_metrics,16
428,428_overdraft_charges_overdrafts_banks,16
429,429_benches_opposition_chuntered_benchnot,16
430,430_adjudicator_code_newby_pubs,16
431,431_last_repeats_time_yes,16
432,432_dogs_dog_animal_finn,16
433,433_deals_cities_city_tay,16
434,434_marxist_shadow_herrings_ideology,16
435,435_trump_donald_president_visit,16
436,436_arts_art_wellbeing_music,16
437,437_local_authority_council_newham,16
438,438_councils_district_dorset_christchurch,16
439,439_devolved_administrations_interinstitutional_jmc,15
440,440_youth_feltham_justice_custody,15
441,441_digital_infrastructure_5g_740,15
442,442_certainly_certainlysorry_adds_yes,15
443,443_cameras_bodyworn_camera_police,15
444,444_learned_lady_give_way,15
445,445_funds_creative_structural_fund,15
446,446_arts_culture_cultural_portfolio,15
447,447_exiting_assessment_impact_leaving,15
448,448_enrolment_autoenrolment_automatic_pension,15
449,449_commissioning_clinical_ccg_groups,15
450,450_dress_heels_wear_codes,15
451,451_solicitor_general_wrongvery_lawyera,15
452,452_nuclear_energy_nugen_hinkley,15
453,453_cadet_cadets_units_sea,15
454,454_taylor_matthew_employment_insecure,15
455,455_atol_travel_holidays_holiday,15
456,456_withdraw_beg_resign_ask,15
457,457_weapons_air_weapon_controls,15
458,458_couples_marriage_civil_partnerships,15
459,459_erasmus_horizon_2020_participation,14
460,460_exports_scotlands_rest_exported,14
461,461_mobility_resigned_milburn_alan,14
462,462_disguised_inhouse_nda_monarch,14
463,463_mining_mine_potash_boulby,14
464,464_holodomor_ukrainian_genocide_ukraine,14
465,465_images_sexual_indecent_facebook,14
466,466_immigration_differentiated_scotland_differential,14
467,467_name_names_lopez_olivia,14
468,468_mail_royal_postal_privatisation,14
469,469_perth_city_culture_perths,14
470,470_telephone_callback_0800_numbers,14
471,471_pagea_linea_1a_inserta,14
472,472_wales_north_growth_œmeet,13
473,473_passport_constituent_certificate_oneyearold,13
474,474_prosecution_terrorism_conviction_crown,13
475,475_firms_legal_law_promote,13
476,476_inspirationally_meet_issueswhich_happy,13
477,477_criminal_prosecuted_prosecution_indictable,13
478,478_board_refresh_milburn_recruitment,13
479,479_grievance_procedure_complaints_independent,13
480,480_œpossiblya_think_quoting_tempted,13
481,481_hospice_endoflife_hospices_care,13
482,482_workers_rights_onn_taylor,13
483,483_water_dfid_sanitation_dfids,13
484,484_contaminated_kingston_inquiry_blood,13
485,485_inequality_equality_duty_injustices,13
486,486_anderson_attacks_mi5_intelligence,13
487,487_volkswagen_vw_emissions_manufacturers,13
488,488_neighbour_give_diocesan_lancashire,13
489,489_refugees_jordan_lebanon_syria,13
490,490_nao_helena_expenditure_naos,13
491,491_parkinsons_mnd_duodopa_disease,13
492,492_borders_passports_tourists_queues,13
493,493_inflation_sterling_forecasts_depreciation,13
494,494_speech_bona_glasses_sentiment,12
495,495_garden_villages_infrastructure_fareham,12
496,496_counts_agree_ideal_stream,12
497,497_lady_srebrenica_ladys_touts,12
498,498_stokeontrent_culture_city_stoke,12
499,499_relations_strength_diplomatic_counterpart,12
500,500_credit_universal_payment_system,12
501,501_spy_pets_bexhill_morani,12
502,502_mediation_nonemotional_mediators_saves,12
503,503_housing_leavers_associations_accommodation,12
504,504_payment_suppliers_prompt_small,12
505,505_uber_data_breach_ubers,12
506,506_exchequer_chancellor_discussions_budget,12
507,507_human_rights_violations_commonwealth,12
508,508_speak_give_willbut_way,12
509,509_stormont_proportionate_balanced_chronological,12
510,510_skills_industrial_strategy_industries,12
511,511_tusk_letter_president_donald,12
512,512_photonics_lasers_maxwells_heriotwatt,11
513,513_selfemployed_steps_taking_selfsufficient,11
514,514_delivery_subpost_moray_surcharges,11
515,515_meaningful_vote_approves_agreement,11
516,516_caste_discrimination_characteristic_13000,11
517,517_charter_rights_law_fundamental,11
518,518_literature_texts_exam_pupils,11
519,519_norway_norwegians_norwegian_eea,11
520,520_domiciled_beneficial_trusts_register,11
521,521_bad_deal_deala_better,11
522,522_citizens_gentleman_lancaster_rebate,11
523,523_fita_minda_œfuture_œcan,11
524,524_levy_bank_banks_surcharge,11
525,525_education_dfid_girls_development,11
526,526_deaf_hearing_bsl_deafness,11
527,527_vehicles_technology_electric_vehicle,11
528,528_barnett_formula_consequentials_consequential,11
529,529_slavery_modern_workshop_slaverypreviously,11
530,530_home_firsta_demeaning_character,11
531,531_dog_poo_fouling_bags,11
532,532_pay_servants_cap_workers,11
533,533_kensington_gentlemen_keen_listening,11
534,534_fracking_planning_application_drilling,11
535,535_aerospace_barnoldswick_rollsroyce_pendle,11
536,536_mobility_wales_social_poverty,11
537,537_sentence_fixedterm_prison_recalls,11
538,538_bereavement_grief_bereaved_child,11
539,539_references_determinations_ombudsmans_rejectedare,10
540,540_single_market_unitary_manifesto,10
541,541_components_clog_manufacturing_factories,10
542,542_income_threshold_18600_rules,10
543,543_creative_industries_leaving_botsa,10
544,544_childrens_centres_centre_kent,10
545,545_law_seriousa_œsufficiently_jurisprudence,10
546,546_forecasts_obr_forecast_growth,10
547,547_wales_exporting_welsh_globally,10
548,548_counterterrorism_police_manchester_attack,10
549,549_single_market_scotland_membership,10
550,550_congress_relationship_iran_agreement,10
551,551_mental_croydon_health_reed,10
552,552_vote_motion_house_ignore,10
553,553_minute_extra_little_told,10
554,554_give_way_minister_prime,10
555,555_universities_science_innovation_academic,10
556,556_cemetery_burial_nscc_promoters,10
