topic_id,topic_name,size
63,63_turkey_turkish_coup_turkeys,136
64,64_tidal_lagoon_swansea_lagoons,131
65,65_trade_agreements_free_deals,127
66,66_ecb_club_cricket_clubs,123
67,67_iran_iranian_irans_foroughi,121
68,68_fca_banks_bank_banking,119
69,69_departmental_responsibilities_statement_make,115
70,70_hillsborough_orgreave_families_yorkshire,115
71,71_vaccination_meningitis_vaccine_hpv,108
72,72_genocide_daesh_yazidis_yazidi,106
73,73_minister_ministers_thank_concern,106
74,74_crossing_dartford_traffic_highways,104
75,75_online_pornography_bullying_abuse,104
76,76_member_spoke_speech_bbc,104
77,77_blood_hepatitis_infected_contaminated,104
78,78_border_ports_checks_force,103
79,79_assessment_leaving_effect_potential,102
80,80_give_way_member_neighbour,100
81,81_gambling_betting_machines_fobts,100
82,82_pubs_pub_code_tenants,99
83,83_nan_get__,99
84,84_referendum_leaflet_leaflets_campaign,96
85,85_gentleman_gentlemans_hon_right,93
86,86_give_secretary_way_state,93
87,87_sanctions_sanction_claimants_hardship,90
88,88_eu_european_union_referendum,89
89,89_grouse_shooting_moors_moorland,88
90,90_diabetes_type_glucose_complications,87
91,91_aid_07_dfid_development,84
92,92_vat_sanitary_products_womens,83
93,93_leader_bills_procedure_house,83
94,94_petition_residents_worsley_eccles,82
95,95_mosul_iraqi_daesh_iraq,82
96,96_music_artists_creative_musicians,81
97,97_detention_yarls_pregnant_wood,80
98,98_sheffield_bis_london_civil,80
99,99_tb_culling_badgers_cattle,79
100,100_refugees_syrian_refugee_asylum,78
101,101_nhs_billion_deficit_efficiency,78
102,102_smoking_tobacco_quit_smokers,78
103,103_pardon_gay_turing_disregard,77
104,104_give_gentleman_way_right,77
105,105_trees_forestry_woodland_planting,76
106,106_assent_indicated_forthwith_83m,75
107,107_internships_internship_interns_unpaid,75
108,108_small_businesses_business_rates,74
109,109_trans_transgender_gender_equality,74
110,110_dementia_alzheimers_dlb_carers,73
111,111_chagos_chagossians_islands_islanders,73
112,112_pakistan_ahmadis_ahmadi_ahmadiyya,72
113,113_women_female_womens_men,72
114,114_backbench_business_debates_leader,72
115,115_youth_g4s_medway_justice,71
116,116_farmers_payments_payment_rpa,70
117,117_church_clergy_pastors_churches,70
118,118_science_research_scientists_researchers,70
119,119_leicester_sono_gli_italiani,70
120,120_spads_advisers_short_special,69
121,121_nuclear_hinkley_sellafield_plutonium,69
122,122_unions_trade_union_eballoting,69
123,123_stps_stp_transformation_sustainability,69
124,124_post_office_offices_wrexham,68
125,125_whisky_scotch_distillery_distilleries,68
126,126_deputy_speaker_madam_mr,68
127,127_friend_makes_point_shortly,67
128,128_hiv_aids_prep_hivaids,67
129,129_branch_banks_banking_branches,67
130,130_asylum_seekers_dispersal_accommodation,66
131,131_fraud_scams_fraudsters_scam,66
132,132_intervention_interventions_intervene_take,65
133,133_boxing_retail_sunday_day,65
134,134_solar_feedin_installations_tariff,63
135,135_driving_sentencing_manslaughter_sentence,62
136,136_space_peakes_tim_spaceport,62
137,137_fireworks_animals_firework_displays,62
138,138_unemployment_youth_2010_fallen,61
139,139_human_rights_act_1998,61
140,140_extremism_proscription_proscribed_terrorism,61
141,141_nissan_automotive_manufacturing_plant,61
142,142_wind_onshore_amplitude_modulation,61
143,143_stem_careers_subjects_girls,61
144,144_dissent_indicated__,61
145,145_leave_union_european_leaving,61
146,146_registry_land_privatisation_property,60
147,147_antibiotics_resistance_antibiotic_amr,60
148,148_industrial_strategy_œindustrial_innovation,60
149,149_hospital_hospitals_ae_nhs,58
150,150_electric_vehicles_cars_charging,58
151,151_cabin_air_crew_fume,57
152,152_bbc_diversity_bbcs_charter,57
153,153_midlands_engine_zones_growth,57
154,154_cctv_horses_slaughterhouses_horse,56
155,155_cycling_cycle_cyclists_walking,56
156,156_give_way_right_friend,56
157,157_progress_give_make_briefly,56
158,158_defence_equipment_gdp_spending,56
159,159_bangladesh_bangladeshi_minorities_religious,55
160,160_tourism_visitors_inbound_pound,55
161,161_chairmanship_pleasure_serve_congratulate,54
162,162_export_exports_exporters_ukti,54
163,163_alcohol_drinking_guidelines_consumption,53
164,164_speaker_order_mr_point,53
165,165_workers_rights_employment_eu,52
166,166_trump_donald_trumps_ban,51
167,167_gps_gp_5000_practice,51
168,168_trafficking_trafficked_advocates_slavery,50
169,169_polish_poles_poland_contribution,50
170,170_convention_rights_human_european,49
171,171_uncertainty_brexit_market_economic,49
172,172_leader_house_announcing_week,49
173,173_minutes_give_minute_quickly,48
174,174_poppers_cannabis_substances_drugs,48
175,175_consultation_consultations_wide_weeks,48
176,176_gender_gap_pay_employers,48
177,177_endoflife_care_palliative_hospice,48
178,178_beg_read_clause_second,48
179,179_give_way_indiscreet_culpa,47
180,180_yes_hmm_heavens_108,47
181,181_fracking_shale_drilling_gas,47
182,182_treaties_treaty_repeal_closer,47
183,183_cdc_cdcs_investments_development,46
184,184_court_courts_magistrates_justice,45
185,185_gibraltar_spain_spanish_gibraltars,45
186,186_ivory_elephants_elephant_ban,45
187,187_switching_switch_energy_customers,45
188,188_nigeria_girls_boko_haram,44
189,189_arrest_warrant_european_europol,44
190,190_bus_buses_services_fares,44
191,191_food_british_weetabix_unit,44
192,192_fans_football_hooliganism_tournament,44
193,193_goals_development_sdgs_sustainable,43
194,194_daesh_daeshs_progress_iraq,43
195,195_donations_gift_charities_aid,43
196,196_paris_climate_agreement_change,43
197,197_ebola_sierra_leone_outbreak,42
198,198_carers_caring_carer_care,42
199,199_clause_clauses_new_cannabis,42
200,200_vellum_printing_acts_paper,42
201,201_supreme_court_judgment_judges,41
202,202_productivity_output_manufacturing_g7,41
203,203_mental_prisons_prisoners_health,41
204,204_speaker_mr_speakeris_espresso,40
205,205_theatre_arts_theatres_museums,40
206,206_maternity_discrimination_pregnant_pregnancy,40
207,207_energy_carbon_climate_emissions,40
208,208_scotland_scottish_market_single,40
209,209_minister_intervention_ministers_bafflement,40
210,210_lincolnshire_midlands_projects_growth,40
211,211_tribunal_fees_tribunals_employment,40
212,212_somme_war_battle_battalions,39
213,213_shops_streets_high_street,39
214,214_gang_violence_youth_gangs,39
215,215_greece_refugees_turkey_greek,39
216,216_egypt_egyptian_egypts_cairo,38
217,217_meters_smart_prepayment_customers,38
218,218_holocaust_memorial_jewish_auschwitz,38
219,219_burma_burmese_rohingya_suu,38
220,220_sri_lanka_lankan_tamil,38
221,221_dairy_milk_farmers_farming,37
222,222_amendments_review_bill_illustrators,37
223,223_mca_vessel_etv_orkney,37
224,224_fuel_poverty_households_energy,37
225,225_migration_migrants_eu_unskilled,37
226,226_kashmir_pakistan_kashmiri_india,36
227,227_football_sport_homophobia_clubs,36
228,228_projects_guarantee_horizon_eu,35
229,229_ambulance_paramedics_ambulances_emergency,35
230,230_soil_peat_soils_contaminated,35
231,231_tennis_squash_sport_murray,35
232,232_sudan_south_peace_sudanese,34
233,233_defence_personnel_barracks_military,34
234,234_engagements_wednesday_official_list,34
235,235_prison_offenders_women_female,34
236,236_lorry_parking_kent_lorries,33
237,237_followed_monday_thursday_tuesday,33
238,238_hate_crime_berlin_reporting,33
239,239_nationals_nhs_eu_healthcare,33
240,240_palliative_hospice_hospices_childrens,33
241,241_hate_crime_reporting_incidents,33
242,242_ncs_young_youth_citizen,32
243,243_charities_charitable_charity_lobbying,32
244,244_steps_taking_department_retailers,32
245,245_bono_pro_legal_aid,32
246,246_water_sanitation_hygiene_clean,32
247,247_majesty_queen_birthday_90th,32
248,248_parking_stevenage_car_charges,32
249,249_electrical_counterfeit_goods_faulty,31
250,250_corporate_governance_shareholders_directors,31
251,251_taxi_hire_drivers_vehicles,31
252,252_article_trigger_50_triggering,31
253,253_rape_conviction_sexual_prosecutors,31
254,254_give_way_friend_delight,31
255,255_ivf_hfea_ohss_primodos,30
256,256_whirlpool_tumble_dryer_dryers,30
257,257_financial_services_equivalence_passporting,30
258,258_trends_assessment_employment_unemployment,30
259,259_citizens_nationals_eu_living,30
260,260_apprenticeships_apprenticeship_apprentices_levy,30
261,261_burundi_burundian_bujumbura_burundians,30
262,262_paint_waste_recycling_circular,30
263,263_medals_wearing_wear_medal,30
264,264_cyber_cybersecurity_cyberattacks_cyberattack,29
265,265_knife_knives_crime_carrying,29
266,266_care_carers_social_homes,29
267,267_games_commonwealth_cardiff_cup,29
268,268_criminals_evasion_laundering_proceeds,29
269,269_organ_organs_harvesting_china,28
270,270_courts_justice_court_modernisation,28
271,271_cps_prosecution_prosecutions_crown,28
272,272_inquiry_orgreave_home_goddard,28
273,273_drones_drone_manufacturers_prisons,28
274,274_crime_cybercrime_falling_recording,28
275,275_petition_petitioners_urges_declares,28
276,276_glasgow_jobcentres_jobcentre_claimants,27
277,277_pemberton_case_canon_comment,27
278,278_journalists_newspapers_press_journalist,27
279,279_arthritis_musculoskeletal_pain_rheumatoid,26
280,280_happily_give_happy_way,26
281,281_faith_groups_church_faithbased,26
282,282_road_investment_infrastructure_a47,26
283,283_commonwealth_trade_intracommonwealth_africa,26
284,284_funeral_funerals_costs_payments,26
285,285_cultural_antiquities_heritage_destruction,26
286,286_briefly_hallelujah_fault_laugh,26
287,287_witnesses_prerecorded_vulnerable_crossexamination,25
288,288_syria_humanitarian_aid_syrian,25
289,289_tb_global_malaria_fund,25
290,290_wine_english_wines_vineyards,25
291,291_certainly_yes_absolutely_surely,25
292,292_deficit_trade_surplus_germany,25
293,293_come_raring_iti_apple,25
294,294_payment_late_small_payments,25
295,295_yacht_royal_britannia_ship,25
296,296_transparency_extractive_formers_initiative,24
297,297_airdrops_aircraft_resort_aleppo,24
298,298_insurance_migration_ons_numbers,24
299,299_litter_flytipping_gum_chewing,24
300,300_refugees_jordan_syria_syrian,24
301,301_forthcoming_leader_please_business,24
302,302_corruption_fifa_summit_anticorruption,24
303,303_burial_cemetery_graves_cemeteries,24
304,304_winter_excess_deaths_cold,24
305,305_somaliland_rwanda_somalia_burundi,24
306,306_beg_lords_amendment_disagrees,24
307,307_give_point_way_linewhere,23
308,308_firearms_weapon_ammunition_certificate,23
309,309_gentleman_asked_labour_yacht,23
310,310_biodiversity_species_bats_natural,23
311,311_leveson_proceedings_inquiry_press,23
312,312_oh_okay_sorry_apologies,23
313,313_cardiff_electrification_station_rail,23
314,314_survivors_inquiry_victims_shirley,22
315,315_commonwealth_cpa_parliamentary_secretarygeneral,22
316,316_ethiopian_tsege_andy_ethiopia,22
317,317_investigatory_powers_internet_agencies,22
318,318_hear_listened_wait_heard,22
319,319_tram_croydon_condolences_accident,22
320,320_nuisance_calls_identification_marketing,22
321,321_aviation_airlines_agreements_fly,22
322,322_zika_virus_brazil_outbreak,21
323,323_cooperatives_cooperative_coop_coops,21
324,324_psychoactive_substances_prisons_prison,21
325,325_macur_redactions_waterhouse_inquiry,21
326,326_madam_plymouth_deputy_city,21
327,327_350_leave_vote_week,21
328,328_careers_enterprise_company_inspiring,21
329,329_answer_question_answered_hasnt,21
330,330_revolution_industrial_fourth_technologies,21
331,331_ccs_carbon_capture_storage,21
332,332_manifesto_commitment_fouryear_deliver,21
333,333_gliding_cadets_cadet_air,21
334,334_jutland_battle_navy_admiral,21
335,335_hate_racism_racist_crimes,21
336,336_negotiating_negotiations_negotiation_reveal,20
337,337_highland_tourism_walking_west,20
338,338_glutenfree_coeliac_ccgs_disease,20
339,339_powerhouse_northern_slogan_north,20
340,340_judiciary_independence_press_free,20
341,341_trymeriden_thank_goodness_good,20
342,342_humber_estuary_wind_offshore,20
343,343_hedgehog_hedgehogs_badgers_signatures,20
344,344_hong_kong_china_declaration,20
345,345_nepal_earthquake_nepalese_reconstruction,20
346,346_shadow_chancellor_give_way,20
347,347_slavery_modern_sex_trafficking,20
348,348_dental_decay_oral_tooth,20
349,349_coastal_communities_tourism_christchurch,19
350,350_technical_qualifications_education_colleges,19
351,351_prime_palmerston_harold_knit,19
352,352_boards_ftse_350_women,19
353,353_attacks_attack_terrorism_counterterrorism,19
354,354_learned_lady_give_achiever,19
355,355_snares_animals_snare_foxes,19
356,356_intervention_intervene_synchronised_thank,19
357,357_cqc_improvement_hospitals_trust,19
358,358_sexual_exploitation_child_telford,19
359,359_ibd_crohns_colitis_bowel,19
360,360_antisemitism_antisemitic_jewish_incidents,19
361,361_petition_1951_petitioners_pension,19
362,362_fca_connaught_investors_fsa,19
363,363_digital_roaming_single_market,19
364,364_biomass_chp_energy_heat,18
365,365_jo_jos_batley_spen,18
366,366_lariam_mod_personnel_antimalarial,18
367,367_cqc_improvement_trust_lch,18
368,368_food_trussell_bank_banks,18
369,369_referendum_leave_privy_precipitate,18
370,370_greyhound_racing_greyhounds_tracks,18
371,371_meetings_duties_ministerial_addition,18
372,372_road_driving_drivers_accidents,18
373,373_36_claimed_standing_closure,18
374,374_meet_happy_discuss_delighted,18
375,375_cousins_nomination_sizes_unanimous,18
376,376_breastfeeding_infant_milks_formula,18
377,377_women_ftse_gender_men,18
378,378_sahara_western_morocco_moroccan,18
379,379_climate_carbon_paris_emissions,18
380,380_autoenrolment_selfemployed_enrolment_automatic,18
381,381_elections_list_electoral_voting,17
382,382_graves_commission_memorials_cemeteries,17
383,383_unions_credit_nsi_save,17
384,384_medal_medals_awarded_recognition,17
385,385_guide_taxi_dogs_dog,17
386,386_analysis_shock_leaving_scenario,17
387,387_hygiene_infections_handwashing_hand,17
388,388_care_wage_workers_minimum,17
389,389_refugees_jordan_syrian_lebanon,17
390,390_golf_sport_game_participation,17
391,391_food_farming_tariffs_agriculture,17
392,392_transport_hs2_north_midlands,17
393,393_excitement_debate_wheres_crescendo,17
394,394_capacity_auction_market_gas,16
395,395_french_le_juxtaposed_touquet,16
396,396_digital_enthusiast_cybersecurity_delivery,16
397,397_vat_sellers_ebay_amazon,16
398,398_cybercrime_cyberminister_hardware_trends,16
399,399_games_consumer_video_consumers,16
400,400_special_hospitals_improving_trusts,16
401,401_workers_rights_repeal_legislation,16
402,402_small_business_selfemployed_sbc,16
403,403_revenge_porn_helpline_pornography,16
404,404_agree_corrected_entirely_anybody,16
405,405_chairman_select_give_committee,16
406,406_food_environment_affairs_rural,16
407,407_adversely_acceleration_transitional_introduce,16
408,408_puppies_dogs_puppy_breeders,16
409,409_politics_young_youth_run,16
410,410_pricing_products_gender_women,16
411,411_humanitarian_donor_truce_bates,16
412,412_rubbish_nonsense_silly_insulting,15
413,413_suicide_men_male_mens,15
414,414_mps_650_600_payroll,15
415,415_anyoneand_elaborated_wellworn_treading,15
416,416_rates_retention_business_collect,15
417,417_morecambe_patients_nhs_culture,15
418,418_bhs_philip_sir_arcadia,15
419,419_thank_cathedrals_apples_achieves,15
420,420_progress_speak_give_biscuit,15
421,421_entrepreneurs_female_women_loans,15
422,422_agree_completely_friend_worries,15
423,423_course_yes_fitness_hopefully,15
424,424_paisley_culture_paisleys_town,15
425,425_sport_culture_media_s4c,15
426,426_details_contracti_embassy_potentialthe,15
427,427_green_bank_investment_privatisation,15
428,428_colleges_college_skills_education,15
429,429_ihat_pil_claims_spurious,15
430,430_intelligence_cooperation_mechanisms_security,15
431,431_human_rights_repeal_attorney,15
432,432_dla_œtees_incomparable_unlimiteda,15
433,433_mayflower_pilgrim_400th_fathers,15
434,434_sex_guidance_harassment_relationships,15
435,435_beg_sit_move_private,15
436,436_malawi_treaty_malawian_1955,15
437,437_transport_hgv_allocations_studious,15
438,438_ports_regulation_port_psr,14
439,439_peacekeeping_peacekeepers_un_missions,14
440,440_workless_households_reducing_fallen,14
441,441_kazakhstan_kazakh_kazakhstans_nazarbayev,14
442,442_ambassador_vacancy_dixon_ambassadors,14
443,443_defence_procurement_enterprises_mediumsized,14
444,444_foreign_nationals_kettering_convicted,14
445,445_eu_posited_civitas_membership,14
446,446_withdraw_beg_leave_ask,14
447,447_laser_pens_aircraft_highpowered,14
448,448_shameful_shocking_shame_loathing,14
449,449_marine_plastics_plastic_microbeads,14
450,450_whiplash_claims_premiums_insurance,14
451,451_libraries_library_lancashire_county,14
452,452_chingford_woodford_duncan_smith,14
453,453_home_mohamed_terrorism_secretary,14
454,454_liverpool_council_city_cuts,14
455,455_point_comprehensively_exact_dealt,14
456,456_hate_cps_disability_crime,14
457,457_southwest_exeter_a303_devon,14
458,458_lenders_realtime_debt_credit,14
459,459_cathedral_cathedrals_lichfield_church,13
460,460_paralympic_paralympics_sport_arena,13
461,461_severn_tolls_bridges_toll,13
462,462_dispatch_box_knowledgewhose_boxlong,13
463,463_dbs_delays_checks_police,13
464,464_menai_transit_eea_russia,13
465,465_mental_police_136_tasers,13
466,466_seasonal_fruit_workers_agricultural,13
467,467_defence_ministry_procurement_highaltitude,13
468,468_learned_otiose_give_way,13
469,469_leader_week_next_business,13
470,470_trade_free_congress_ukus,13
471,471_didnt_heavens_wasnt_quietly,13
472,472_lgbt_sexuality_un_nations,13
473,473_gulf_uae_emirates_dubai,13
474,474_tenant_tenancies_farmers_farming,13
475,475_dispatch_undignified_box_garcia,13
476,476_coinvestment_money_stupid_farm,13
477,477_orlando_gay_lgbt_homophobia,13
478,478_southend_creative_southendonsea_industries,13
479,479_annuitants_equitable_pre1992_policyholders,13
480,480_learned_give_macmillanites_frit,13
481,481_happy_lady_write_meet,13
482,482_equalities_topical_questions_women,13
483,483_marine_conservation_protected_zones,13
484,484_infrastructure_steps_taking_regional,13
485,485_premier_league_leicester_outsiders,13
486,486_fiscal_steps_taking_manufacturing,13
487,487_data_releasing_datasets_sharing,12
488,488_syrian_resettling_children_syria,12
489,489_barnett_formula_vow_relative,12
490,490_adjudicator_groceries_code_tesco,12
491,491_somme_commemorate_battle_1418,12
492,492_universal_credit_welfare_taper,12
493,493_disabilities_steps_taking_barriers,12
494,494_aerospace_farnborough_airshow_rollsroyce,12
495,495_estimates_consequentials_barnett_evel,12
496,496_ecpg_cracksa_deposit_ideas,12
497,497_mobile_phones_prisons_phone,12
498,498_losses_polestar_jobs_job,12
499,499_system_jsa_refusal_claimants,12
500,500_blake_record_entries_concession,12
501,501_thirtyseven_fifteen_youve_years,12
502,502_stations_disabled_disabilityaccessible_refurbishment,12
503,503_fam_mod_accommodation_families,12
504,504_grace_onshore_wind_renewables,11
505,505_glenfield_surgery_unit_chd,11
506,506_fleeting_death_bennett_son,11
507,507_s4c_channel_broadcasting_welshspeaking,11
508,508_disabilities_apprenticeships_learning_apprenticeship,11
509,509_fees_tribunal_tribunals_justice,11
510,510_lyme_disease_diagnosis_treatment,11
511,511_citizens_negotiations_eu_lettori,11
512,512_riots_riot_compensation_amendment,11
513,513_libya_daesh_accord_sirte,11
514,514_coalfired_stations_power_rugeley,11
515,515_channel_privatisation_options_partprivatisation,11
516,516_barracks_kneller_site_raleigh,11
517,517_speech_speeches_chamber_london,11
518,518_highways_leicestershire_suffolk_outdoor,11
519,519_energy_13th_ernst_renewable,10
520,520_nhs_inspection_hospitals_pressurewe,10
521,521_mediation_fca_fos_connaught,10
522,522_japanese_soft_japan_investors,10
523,523_manchester_colleges_fe_gm,10
524,524_charities_trustees_charitable_charity,10
525,525_hull_city_culture_theatre,10
526,526_unions_civil_consultation_cap,10
527,527_chorley_ae_closure_hospital,10
528,528_rights_employment_workers_employees,10
529,529_africa_african_drc_continent,10
530,530_dublin_opt_existing_relocation,10
531,531_registration_register_electoral_voter,10
532,532_yesyouve_haveyes_shot_yes,10
533,533_manifesto_conservative_œpeace_minda,10
