topic_id,topic_name,size
95,95_rights_convention_human_court,102
96,96_unions_trade_union_membership,102
97,97_voting_16_age_vote,101
98,98_christians_persecution_christian_religion,100
99,99_leveson_charter_press_levesons,99
100,100_damages_exemplary_defamation_judge,98
101,101_registration_electoral_register_voter,95
102,102_trident_submarines_deterrent_liberal,95
103,103_europol_eurojust_european_opt,95
104,104_trains_rail_freight_line,94
105,105_nuclear_weapons_deterrent_disarmament,93
106,106_goals_development_countries_poverty,92
107,107_subjects_maths_gcse_gcses,92
108,108_planning_neighbourhood_plan_local,91
109,109_bus_buses_fares_transport,90
110,110_arts_creative_industries_music,89
111,111_ambulance_calderdale_emergency_hospital,88
112,112_tpims_tpim_magag_orders,87
113,113_petition_petitioners_declares_residents,87
114,114_drugs_substances_drug_psychoactive,87
115,115_engineering_engineers_science_physics,87
116,116_fund_growth_regional_enterprise,86
117,117_nan___,85
118,118_trade_free_eu_agreement,83
119,119_committee_committees_select_backbench,82
120,120_deportation_qatada_abu_deported,82
121,121_give_way_right_friend,81
122,122_european_eu_treaty_union,80
123,123_violence_sexual_conflict_women,79
124,124_warrant_arrest_extradition_european,79
125,125_intervention_interventions_take_progress,78
126,126_rspca_animals_wild_circuses,77
127,127_antarctic_antarctica_environmental_scott,77
128,128_mesothelioma_asbestos_compensation_disease,77
129,129_council_tax_freeze_councils,76
130,130_gentleman_cocles_gentlemans_hon,76
131,131_falkland_g20_argentina_islands,75
132,132_philippines_typhoon_disasters_disaster,75
133,133_assent_indicated__,74
134,134_dissent_indicated_unconstitutional_incoherent,74
135,135_defence_equipment_procurement_singlesource,74
136,136_trident_faslane_scotland_scottish,74
137,137_chancellor_shadow_truth_economic,71
138,138_poverty_child_children_200000,71
139,139_charities_voluntary_sector_gift,70
140,140_deputy_speaker_madam_mr,69
141,141_suicide_prevention_suicides_mental,69
142,142_appeals_appeal_cases_decision,68
143,143_penalty_death_india_indian,68
144,144_kenya_icc_kenyan_african,64
145,145_bonuses_bonus_bank_bankers,64
146,146_cybersecurity_cybercrime_cyber_cyberattacks,64
147,147_manufacturing_midlands_manufacturers_jaguar,63
148,148_whiteboard_gentleman_committee_select,63
149,149_migration_net_immigration_fall,63
150,150_rates_business_businesses_small,63
151,151_korea_korean_north_koreans,63
152,152_adjudicator_suppliers_supermarkets_groceries,62
153,153_nato_defence_natos_alliance,62
154,154_sikh_sikhs_community_wolverhampton,62
155,155_give_secretary_state_way,61
156,156_museum_museums_science_mosi,61
157,157_vat_cut_clothes_œstrong,60
158,158_covenant_armed_forces_veterans,59
159,159_pharmacists_pharmacy_pharmacies_pharmaceutical,59
160,160_cyprus_cypriot_eurozone_deposits,58
161,161_kurdish_iraq_kurdistan_genocide,58
162,162_mansion_tax_liberal_democrats,57
163,163_goco_des_singlesource_mod,57
164,164_holocaust_jewish_auschwitz_auschwitzbirkenau,57
165,165_agricultural_wages_awb_workers,57
166,166_hospices_hospice_palliative_childrens,56
167,167_claims_whiplash_insurance_insurers,56
168,168_zerohours_contracts_contract_employment,56
169,169_sector_jobs_private_created,56
170,170_adoption_adopters_children_adoptive,56
171,171_driving_drinkdriving_offence_drivers,55
172,172_consultation_stopandsearch_search_responses,55
173,173_victims_witnesses_code_victim,55
174,174_mining_polymetallic_nodules_deepsea,54
175,175_progress_make_give_way,54
176,176_coastguard_coastguards_maritime_coordination,52
177,177_small_saturday_businesses_steps,52
178,178_minister_livni_reshuffle_holy,52
179,179_sanctions_sanction_sanctioned_jobseekers,51
180,180_tb_drugresistant_tuberculosis_global,51
181,181_rare_diseases_crps_condition,51
182,182_planning_development_plan_district,51
183,183_pakistan_pakistani_pakistans_hazaras,50
184,184_cyberbullying_bullying_internet_online,50
185,185_coal_concessionary_daw_mill,50
186,186_firearms_gun_guidance_domestic,50
187,187_friend_silverstone_friends_point,50
188,188_beg_read_second_move,49
189,189_surgery_childrens_heart_leeds,49
190,190_vehicles_electric_road_guide,48
191,191_abortion_abortions_doctors_dpp,48
192,192_cooperative_cooperatives_coop_mutuals,48
193,193_bees_bee_neonicotinoids_pollinators,48
194,194_terrorism_extremism_proscription_proscribed,48
195,195_domestic_violence_victims_helplines,48
196,196_immigration_immigrants_illegal_migration,47
197,197_veterans_mental_posttraumatic_health,46
198,198_wage_minimum_living_wages,46
199,199_rules_spouse_migration_income,46
200,200_online_internet_content_pornography,46
201,201_colombia_colombian_santos_president,46
202,202_african_zimbabwe_africa_nigeria,46
203,203_atos_fit_esa_assessment,46
204,204_audit_auditors_information_local,44
205,205_tourism_resorts_outdoor_economy,44
206,206_yes_forgotten_sorry_almost,44
207,207_scam_scams_mail_trading,44
208,208_calls_nuisance_ofcom_telephone,43
209,209_sixthform_colleges_college_vat,43
210,210_staffing_nurses_francis_levels,43
211,211_fares_fare_rail_ticketing,42
212,212_condolences_glasgow_garry_join,42
213,213_intervention_intervene_ladys_interventions,42
214,214_libraries_library_volunteers_council,41
215,215_radio_fm_digital_dab,41
216,216_lords_peers_absence_peer,41
217,217_steps_energy_efficiency_households,41
218,218_enterprise_businesses_small_social,41
219,219_infrastructure_pipeline_projects_investment,41
220,220_caste_discrimination_equality_hindu,40
221,221_ncs_youth_young_citizen,40
222,222_social_care_budgets_adult,40
223,223_poverty_child_women_children,39
224,224_pagea_linea_beg_insert,39
225,225_horses_flygrazing_horse_animal,39
226,226_belt_green_greenbelt_land,38
227,227_prosecution_cps_prosecutions_cases,38
228,228_aamer_guantanamo_shaker_bay,38
229,229_cardiac_defibrillators_defibrillator_cpr,38
230,230_rating_credit_triple_chancellor,38
231,231_prime_minister_friend_questions,37
232,232_speaker_order_mr_point,36
233,233_referendum_inout_question_answer,36
234,234_skin_dermatology_roaccutane_acne,36
235,235_certification_assurer_membership_unions,36
236,236_speed_mph_limits_limit,36
237,237_parking_charges_car_town,36
238,238_savings_billion_eda_efficiency,35
239,239_herbal_medicine_practitioners_medicines,35
240,240_sudan_south_sudanese_darfur,35
241,241_restrictions_eu_movement_european,35
242,242_eating_disorders_disorder_anorexia,34
243,243_bbc_television_channel_broadcasting,34
244,244_california_plymouth_devonport_leeds,34
245,245_ukraine_ukrainian_ukraines_kiev,34
246,246_hpv_vaccination_men_vaccine,34
247,247_horse_equine_passports_passport,33
248,248_wales_wage_scotland_welsh,33
249,249_southend_swansea_dylan_culture,33
250,250_educational_sen_education_young,33
251,251_hiv_aids_hivaids_medicines,33
252,252_cooperative_schools_values_cooperatives,32
253,253_leader_next_week_business,32
254,254_prisons_drug_drugs_prisoners,32
255,255_councillors_councillor_councils_council,32
256,256_piper_alpha_safety_offshore,32
257,257_engagements_wednesday_official_list,31
258,258_commissioning_gps_clinical_groups,31
259,259_followed_thursday_nominated_monday,31
260,260_rights_human_hoffmann_act,30
261,261_francis_nhs_patients_staffs,30
262,262_antisocial_behaviour_asbos_ipnas,30
263,263_faith_groups_faithbased_church,30
264,264_give_gladly_way_sublieutenant,30
265,265_give_gentleman_way_indulgent,30
266,266_local_authority_parish_authorities,30
267,267_deaf_children_language_deafness,30
268,268_answer_question_answering_flattered,29
269,269_state_secretary_freud_œnothing,29
270,270_wales_deeside_transport_electrification,29
271,271_woodland_ancient_wood_woods,29
272,272_sheep_farmers_snow_farming,29
273,273_pathway_lcp_liverpool_care,28
274,274_winter_crisis_nhs_hours,28
275,275_carbon_sequestration_emissions_livestock,28
276,276_feasibility_transpennine_transport_rail,28
277,277_tibet_china_chinese_tibetan,28
278,278_wildlife_ivory_species_elephants,28
279,279_aerospace_airbus_aircraft_aviation,28
280,280_prisoner_transfer_compulsory_prisoners,28
281,281_dalgety_bay_ministry_radiation,28
282,282_ownership_beneficial_registry_companies,28
283,283_governors_governing_bodies_governance,27
284,284_prime_questions_mans_minister,27
285,285_city_festival_culture_liverpool,27
286,286_city_deals_warwickshire_cities,27
287,287_fraud_serious_sfo_office,27
288,288_leader_give_house_pyjama,27
289,289_violence_girls_women_domestic,27
290,290_leader_house_announcing_week,27
291,291_referendum_amendment_turnout_amendments,27
292,292_highways_potholes_road_a120,26
293,293_select_chair_committee_give,26
294,294_horn_pollution_lane_site,26
295,295_russian_greenpeace_arctic_russia,26
296,296_leicester_richard_iii_york,26
297,297_zerohours_contracts_contract_hours,26
298,298_poverty_workless_households_work,26
299,299_wage_minimum_living_pay,26
300,300_epilepsy_condition_commissioning_disability,26
301,301_bangladesh_bangladeshi_dhaka_parties,25
302,302_offenders_women_womens_programmes,25
303,303_intervention_intervene_thank_watchs,25
304,304_ukti_trade_export_smes,25
305,305_maternity_leave_discrimination_pregnancy,25
306,306_hmrc_hmrcs_wight_staff,25
307,307_christmas_merry_speaker_wish,25
308,308_36_claimed_closure_standing,25
309,309_animals_experiments_animal_testing,25
310,310_trafford_manchester_wythenshawe_hospitals,24
311,311_egypt_tunisia_deauville_egyptian,24
312,312_bonus_homes_empty_new,24
313,313_delighted_sexy_pleased_thank,24
314,314_pastors_kettering_street_dso,24
315,315_recycling_equipment_prm_waste,23
316,316_procurement_smes_contracts_bid,23
317,317_leader_shadow_lady_house,23
318,318_prime_collective_press_deputy,23
319,319_give_way_stockholm_hac,23
320,320_arctic_oil_antarctic_svalbard,23
321,321_sex_education_relationships_relationship,22
322,322_inflation_uprating_cpi_uprate,22
323,323_state_secretary_usabut_peaka,22
324,324_home_secretary_give_former,22
325,325_briefly_yes_presently_envisage,22
326,326_audit_naos_auditors_nao,22
327,327_mutilation_genital_female_fgm,22
328,328_progress_gentleman_give_wheel,22
329,329_food_security_prices_commodity,22
330,330_wales_policies_effects_welsh,22
331,331_meals_pupil_premium_free,21
332,332_prime_boris_howe_heather,21
333,333_maldives_elections_anni_commonwealth,21
334,334_children_childrens_child_childhood,21
335,335_immigration_landlords_appeals_migrants,21
336,336_legal_aid_criminal_solicitors,21
337,337_saves_slippage_figures_490,21
338,338_kettering_hospital_wellingborough_fastest,21
339,339_antibiotics_resistance_antibiotic_veterinary,21
340,340_marine_conservation_hythe_zones,21
341,341_briefly_give_way_short,21
342,342_point_give_gentleman_way,21
343,343_speaker_mr_sorry_handsome,20
344,344_regulations_nhs_tendering_competitive,20
345,345_prelegislative_scrutiny_committees_committee,20
346,346_neonatal_babies_units_maternity,20
347,347_packaging_food_waste_fresher,20
348,348_procurement_smes_procurers_sme,20
349,349_lady_patiently_write_head,20
350,350_judicial_review_meritless_applications,20
351,351_remittance_remittances_barclays_somalia,20
352,352_lords_vote_bills_gainsborough,20
353,353_scrutiny_european_committee_opt,20
354,354_give_last_way_time,20
355,355_unemployment_gentleman_employment_paid,20
356,356_trade_deficit_eu_billion,20
357,357_lady_give_way_right,19
358,358_enoughan_tipster_skilledup_millionhas,19
359,359_toll_suffolk_a14_tolled,19
360,360_sexual_orders_grooming_exploitation,19
361,361_care_gps_gp_111,19
362,362_parliamentary_ipsa_proscription_halting,19
363,363_commonwealth_lgbt_rights_gay,19
364,364_cctv_cameras_crime_systems,19
365,365_c9_amendment_designated_subsection,18
366,366_programme_remploy_providers_welfaretowork,18
367,367_hepatitis_infected_haemophilia_blood,18
368,368_course_yes_started_answer,18
369,369_cap_72000_residential_care,18
370,370_nhs_nationals_migrants_health,18
371,371_beg_lords_disagrees_agrees,18
372,372_insurance_allowance_nics_employment,18
373,373_russian_russia_putin_duma,18
374,374_capability_harringtons_assessment_recommendations,18
375,375_deputy_prime_tonight_primaries,18
376,376_mental_police_136_health,17
377,377_thats_indeedit_wrong_rightit,17
378,378_export_licences_arms_committees,17
379,379_commonwealth_commonwealths_values_charter,17
380,380_careers_schools_advice_education,17
381,381_tour_mountaineering_de_outdoor,17
382,382_stalking_victims_harassment_victim,17
383,383_natural_capital_accounting_ncc,17
384,384_interns_internships_unpaid_intern,17
385,385_small_businesses_easytoaccess_49,17
386,386_magistrates_sefton_centre_courts,17
387,387_meals_school_free_education,17
388,388_metal_dealers_scrap_theft,17
389,389_s4c_welsh_language_channel,17
390,390_nissan_nissans_6500_toyota,17
391,391_treaty_arms_œconventional_china,16
392,392_scotland_pensions_scottish_buttoned,16
393,393_transplant_organ_donation_organs,16
394,394_hezbollah_hezbollahs_wing_military,16
395,395_jam_sugar_fruit_curds,16
396,396_mckay_commission_devolution_substantively,16
397,397_meetings_duties_ministerial_addition,16
398,398_wouldnt_damn_certainly_sure,16
399,399_bench_front_benches_bencher,16
400,400_mediation_mediations_mediator_family,16
401,401_labour_afraid_party_freethey,16
402,402_border_checks_illegal_force,16
403,403_design_curriculum_technology_cooking,16
404,404_give_point_way_minister,16
405,405_remploy_factories_motability_factory,16
406,406_fines_exceeding_fine_penalty,16
407,407_registration_electoral_register_voter,16
408,408_therapy_conversion_gay_therapists,16
409,409_compensation_tendons_entitled_inflated,16
410,410_benchers_front_bench_labour,15
411,411_g4s_serco_fraud_audit,15
412,412_maternity_paediatric_eastbourne_dgh,15
413,413_vouchers_gift_consumers_creditors,15
414,414_naturalisation_discretion_armed_forces,15
415,415_survivor_couples_pension_civil,15
416,416_deepest_deficit_recessions_economy,15
417,417_donations_hedge_conservative_party,15
418,418_turkish_turkey_protesters_taksim,15
419,419_brownfield_sites_greenfield_nppf,15
420,420_history_chronological_curriculum_historians,15
421,421_advisers_special_œtoo_cabinet,15
422,422_cps_prosecutions_director_conviction,15
423,423_stalking_francis_fletcher_dubai,15
424,424_bats_churches_bat_church,15
425,425_dfid_dfids_drc_illicit,15
426,426_entertainment_lapdancing_venues_newquay,14
427,427_lynton_crosby_prime_crosbys,14
428,428_match_bryant_strike_women,14
429,429_regulations_taskforce_eu_burden,14
430,430_careers_ofsted_vocational_impartial,14
431,431_whisky_scotch_embassies_industry,14
432,432_social_enterprises_crowd_capitalism,14
433,433_violence_women_girls_sexual,14
434,434_civil_service_contractors_liaison,14
435,435_mediumsized_enterprises_steps_small,14
436,436_vocational_bacc_tech_diploma,14
437,437_trees_ash_tree_chalara,14
438,438_lords_appointments_reform_house,14
439,439_m4_welsh_assembly_motorway,14
440,440_cautions_burglary_caution_offences,13
441,441_married_couples_marriage_tax,13
442,442_childrens_planning_homes_class,13
443,443_spinal_cord_stroke_care,13
444,444_gospels_lindisfarne_durham_library,13
445,445_bullying_school_antibullying_vodden,13
446,446_kashmir_india_pakistan_incidents,13
447,447_prime_deputy_give_faraway,13
448,448_teachers_religious_church_diocesan,13
449,449_levying_council_local_referendums,13
450,450_constitutional_reform_initiatives_deputy,13
451,451_devolve_devolution_regions_city,13
452,452_digital_assisted_default_ict,13
453,453_mortality_excess_hospitals_keogh,13
454,454_porton_translational_sciences_dstl,13
455,455_displayed_involvement_preemption_heavyhearted,13
456,456_recall_mechanism_preleaking_chance,13
457,457_transparency_openness_nhs_secrecy,13
458,458_sen_autism_teachers_school,12
459,459_entirely_agree_disagree_agreed,12
460,460_pensions_allegations_state_secretary,12
461,461_sport_media_culture_chairman,12
462,462_assessment_scotland_effect_2013,12
463,463_stockton_wharton_james_south,12
464,464_blair_iraq_war_bush,12
465,465_asylum_seekers_section_mainstream,12
466,466_helicopter_helicopters_chinook_capability,12
467,467_shares_shareholder_institutional_company,12
468,468_pension_annuities_employee_kilsyth,12
469,469_ipsa_ipsas_mps_independent,12
470,470_welfare_benefit_opposes_housing,12
471,471_scotland_currency_england_brian,12
472,472_ford_visteon_fords_pension,12
473,473_yemen_alqaeda_sanaa_flights,12
474,474_gibraltar_spain_cross_george,12
475,475_women_unemployment_ethnic_unemployed,12
476,476_filters_filter_iwf_images,12
477,477_beg_sit_move_private,12
478,478_innovation_skills_department_simplifying,12
479,479_armed_forces_veterans_aldershot,11
480,480_prince_duke_duchess_george,11
481,481_deprivation_formula_weighting_acra,11
482,482_shadow_pik_lembit_helpfulness,11
483,483_inquests_litvinenko_inquest_cmps,11
484,484_sentencing_hospital_anabah_offender,11
485,485_electoral_commission_ec_foresight,11
486,486_family_proceedings_26week_court,11
487,487_shareholder_employee_status_shares,11
488,488_gbs_strep_screening_infection,11
489,489_mentoring_mentors_hereford_brussels,11
490,490_timeshare_owners_timeshares_maintenance,11
491,491_citizenship_naturalisation_naturalised_citizen,11
492,492_literacy_numeracy_adults_adult,11
493,493_forces_armed_covenant_veterans,11
494,494_conscious_briefly_conclude_give,10
495,495_representations_budget_chancellor_exchequer,10
496,496_rights_convention_human_court,10
497,497_gibraltar_gibraltarians_gibraltars_colonial,10
498,498_judicial_cmp_amendments_balancing,10
499,499_engineering_ukti_directive_approval,10
500,500_hartlepool_unemployment_struggling_living,10
501,501_europe_european_referendum_evercloser,10
502,502_drummer_rigby_lee_bury,10
503,503_flanks_happy_encryption_ladys,10
504,504_evidence_flawed_model_kingdomand,10
505,505_zambia_eiti_revenue_taxes,10
